Customer_ID,Customer_Name,Customer_Phone,Customer_Email,Customer_Address
1013,Customer 300,-4719,customer.300.10@demo.com,"214 Second St, New York, USA"
1019,Customer 616,-7899,customer.616.39@sample.com,"360 Park Ave, Houston, USA"
1048,Customer 1000,-9400,customer.1000.7@demo.com,"443 Second St, Los Angeles, USA"
1010,Customer 786,-4058,customer.786.43@sample.com,"974 Main St, Phoenix, USA"
1063,Customer 907,-6971,customer.907.71@demo.com,"448 Main St, Houston, USA"
1019,Customer 275,-9150,customer.275.39@example.com,"280 Main St, Houston, USA"
1001,Customer 739,-3875,customer.739.97@demo.com,"188 Park Ave, Phoenix, USA"
1098,Customer 77,-4455,customer.77.86@demo.com,"876 Second St, Chicago, USA"
1054,Customer 918,-3208,customer.918.53@demo.com,"368 Fourth St, Houston, USA"
1099,Customer 839,-6267,customer.839.8@demo.com,"642 Park Ave, Los Angeles, USA"
1100,Customer 288,-7389,customer.288.76@demo.com,"698 Third St, New York, USA"
1026,Customer 733,-3469,customer.733.95@demo.com,"15 Third St, Houston, USA"
1073,Customer 736,-6280,customer.736.56@sample.com,"999 Fourth St, Chicago, USA"
1001,Customer 623,-6932,customer.623.60@sample.com,"751 Second St, Los Angeles, USA"
1029,Customer 411,-6089,customer.411.39@demo.com,"871 Third St, Chicago, USA"
1059,Customer 999,-6690,customer.999.45@sample.com,"566 Third St, Houston, USA"
1089,Customer 740,-4418,customer.740.61@example.com,"438 Main St, Houston, USA"
1094,Customer 240,-9042,customer.240.52@sample.com,"955 Third St, Phoenix, USA"
1037,Customer 342,-9223,customer.342.94@sample.com,"392 Second St, Houston, USA"
1013,Customer 832,-2439,customer.832.83@example.com,"138 Second St, Houston, USA"
1024,Customer 505,-6479,customer.505.7@example.com,"2 Fourth St, New York, USA"
1078,Customer 39,-5275,customer.39.96@example.com,"336 Main St, Houston, USA"
1034,Customer 570,-9758,customer.570.12@example.com,"596 Third St, Los Angeles, USA"
1009,Customer 323,-5272,customer.323.99@sample.com,"364 Main St, Houston, USA"
1010,Customer 297,-4075,customer.297.58@example.com,"600 Fourth St, Phoenix, USA"
1093,Customer 981,-8455,customer.981.47@demo.com,"962 Third St, Phoenix, USA"
1008,Customer 562,-4897,customer.562.95@example.com,"670 Fourth St, Los Angeles, USA"
1064,Customer 284,-4846,customer.284.42@demo.com,"335 Fourth St, New York, USA"
1029,Customer 619,-2268,customer.619.88@demo.com,"271 Third St, Houston, USA"
1095,Customer 769,-4569,customer.769.25@example.com,"302 Park Ave, New York, USA"
1009,Customer 922,-11098,customer.922.88@demo.com,"792 Third St, Los Angeles, USA"
1055,Customer 838,-10851,customer.838.17@example.com,"585 Second St, Chicago, USA"
1051,Customer 503,-3543,customer.503.11@sample.com,"211 Second St, Houston, USA"
1063,Customer 161,-7846,customer.161.83@demo.com,"309 Second St, Chicago, USA"
1026,Customer 156,-9114,customer.156.81@sample.com,"907 Main St, Houston, USA"
1087,Customer 664,-2832,customer.664.10@demo.com,"654 Second St, Phoenix, USA"
1015,Customer 827,-7331,customer.827.24@sample.com,"96 Second St, Chicago, USA"
1051,Customer 85,-9433,customer.85.48@sample.com,"878 Fourth St, Houston, USA"
1079,Customer 92,-5434,customer.92.53@demo.com,"997 Second St, Chicago, USA"
1050,Customer 293,-2538,customer.293.62@sample.com,"657 Second St, New York, USA"
1098,Customer 87,-4882,customer.87.89@sample.com,"782 Main St, Los Angeles, USA"
1098,Customer 959,-5401,customer.959.52@demo.com,"948 Second St, New York, USA"
1031,Customer 454,-11594,customer.454.16@example.com,"90 Second St, Los Angeles, USA"
1049,Customer 523,-8940,customer.523.76@demo.com,"616 Park Ave, Los Angeles, USA"
1079,Customer 264,-6048,customer.264.55@demo.com,"562 Second St, Phoenix, USA"
1042,Customer 951,-8837,customer.951.29@demo.com,"377 Second St, Chicago, USA"
1060,Customer 332,-2926,customer.332.91@sample.com,"449 Third St, Houston, USA"
1012,Customer 763,-1797,customer.763.28@sample.com,"284 Second St, Chicago, USA"
1055,Customer 824,-10460,customer.824.68@sample.com,"739 Park Ave, Phoenix, USA"
1004,Customer 121,-2869,customer.121.3@example.com,"366 Fourth St, Houston, USA"
1043,Customer 821,-8696,customer.821.69@demo.com,"712 Third St, Phoenix, USA"
1051,Customer 42,-2773,customer.42.70@demo.com,"532 Third St, Chicago, USA"
1085,Customer 681,-7511,customer.681.78@sample.com,"592 Second St, Chicago, USA"
1006,Customer 685,-7400,customer.685.74@sample.com,"953 Fourth St, Houston, USA"
1056,Customer 123,-11764,customer.123.62@demo.com,"560 Main St, Los Angeles, USA"
1040,Customer 737,-9576,customer.737.17@sample.com,"417 Third St, Houston, USA"
1051,Customer 536,-6076,customer.536.65@demo.com,"555 Third St, New York, USA"
1015,Customer 382,-8852,customer.382.32@demo.com,"293 Main St, Phoenix, USA"
1062,Customer 929,-2165,customer.929.67@demo.com,"252 Third St, Chicago, USA"
1035,Customer 926,-2537,customer.926.8@demo.com,"835 Park Ave, Phoenix, USA"
1085,Customer 696,-3155,customer.696.77@demo.com,"829 Fourth St, Houston, USA"
1005,Customer 633,-4981,customer.633.76@demo.com,"584 Second St, Los Angeles, USA"
1090,Customer 491,-3301,customer.491.41@demo.com,"971 Park Ave, Los Angeles, USA"
1007,Customer 794,-10234,customer.794.29@sample.com,"357 Fourth St, New York, USA"
1005,Customer 917,-10722,customer.917.71@sample.com,"415 Fourth St, Chicago, USA"
1082,Customer 609,-1895,customer.609.83@sample.com,"531 Third St, New York, USA"
1005,Customer 271,-8345,customer.271.56@example.com,"494 Main St, Chicago, USA"
1088,Customer 91,-3032,customer.91.77@sample.com,"481 Second St, Chicago, USA"
1088,Customer 992,-4143,customer.992.50@example.com,"912 Third St, Houston, USA"
1073,Customer 879,-4103,customer.879.98@demo.com,"197 Second St, Los Angeles, USA"
1042,Customer 380,-7121,customer.380.99@sample.com,"328 Park Ave, Houston, USA"
1019,Customer 993,-7232,customer.993.38@sample.com,"367 Main St, Los Angeles, USA"
1033,Customer 394,-8449,customer.394.7@sample.com,"415 Third St, Los Angeles, USA"
1028,Customer 517,-8560,customer.517.80@sample.com,"401 Fourth St, New York, USA"
1073,Customer 480,-8022,customer.480.19@demo.com,"12 Third St, Houston, USA"
1067,Customer 588,-9819,customer.588.58@sample.com,"744 Park Ave, Los Angeles, USA"
1025,Customer 506,-5619,customer.506.48@demo.com,"550 Fourth St, New York, USA"
1090,Customer 201,-8763,customer.201.72@demo.com,"944 Second St, Los Angeles, USA"
1071,Customer 900,-8431,customer.900.7@sample.com,"739 Park Ave, Phoenix, USA"
1098,Customer 898,-3996,customer.898.89@sample.com,"749 Second St, Chicago, USA"
1069,Customer 317,-6782,customer.317.41@example.com,"386 Second St, New York, USA"
1001,Customer 167,-6985,customer.167.97@example.com,"576 Second St, Phoenix, USA"
1005,Customer 1,-8416,customer.1.1@sample.com,"745 Main St, Los Angeles, USA"
1059,Customer 998,-1591,customer.998.87@example.com,"30 Fourth St, Houston, USA"
1028,Customer 195,-3494,customer.195.81@sample.com,"169 Second St, Chicago, USA"
1040,Customer 977,-9561,customer.977.70@example.com,"759 Fourth St, Chicago, USA"
1098,Customer 718,-5835,customer.718.34@example.com,"144 Second St, New York, USA"
1039,Customer 53,-6804,customer.53.11@example.com,"947 Second St, Houston, USA"
1096,Customer 532,-9061,customer.532.56@demo.com,"587 Main St, Los Angeles, USA"
1005,Customer 399,-6513,customer.399.84@sample.com,"105 Main St, Phoenix, USA"
1017,Customer 758,-10078,customer.758.49@sample.com,"924 Park Ave, Los Angeles, USA"
1099,Customer 808,-5126,customer.808.25@demo.com,"450 Third St, Chicago, USA"
1003,Customer 29,-8107,customer.29.54@example.com,"463 Park Ave, Houston, USA"
1013,Customer 440,-7523,customer.440.19@demo.com,"699 Fourth St, Chicago, USA"
1044,Customer 270,-3324,customer.270.75@example.com,"392 Third St, Chicago, USA"
1066,Customer 837,-8859,customer.837.21@example.com,"292 Second St, Houston, USA"
1064,Customer 333,-3822,customer.333.57@demo.com,"669 Main St, Phoenix, USA"
1088,Customer 894,-2961,customer.894.99@example.com,"190 Main St, Houston, USA"
1078,Customer 345,-7595,customer.345.90@demo.com,"988 Main St, Los Angeles, USA"
1041,Customer 487,-1986,customer.487.62@sample.com,"859 Main St, Houston, USA"
1095,Customer 250,-4256,customer.250.26@sample.com,"664 Main St, Chicago, USA"
1018,Customer 4,-8434,customer.4.99@sample.com,"383 Park Ave, Houston, USA"
